order_id,customer_id,order_placement_date,On Time,In Full,On Time In Full,customer_name,city,ontime_target%,infull_target%,otif_target%,date,mmm_yy,week_no,days_for_delivery,total_order_qty,total_delivery_qty,volume_fill_rate
FAP45520501,789520,2022-04-04,0,100,0,Acclaimed Stores,Surat,75,68,51,04-Apr-22,Apr 22,15,1,220,220,100.0
FAP45501602,789501,2022-04-04,100,0,0,Viveks Stores,Surat,92,80,74,04-Apr-22,Apr 22,15,1,653,628,96.17151607963247
FAP47501501,789501,2022-04-04,100,0,0,Viveks Stores,Surat,92,80,74,04-Apr-22,Apr 22,15,3,282,278,98.58156028368793
FAP46501503,789501,2022-04-04,0,100,0,Viveks Stores,Surat,92,80,74,04-Apr-22,Apr 22,15,2,176,176,100.0
FAP46501602,789501,2022-04-04,100,100,100,Viveks Stores,Surat,92,80,74,04-Apr-22,Apr 22,15,2,645,645,100.0
FAP45503603,789503,2022-04-04,100,0,0,Viveks Stores,Vadodara,86,82,71,04-Apr-22,Apr 22,15,1,250,247,98.8
FAP46503602,789503,2022-04-04,100,100,100,Viveks Stores,Vadodara,86,82,71,04-Apr-22,Apr 22,15,2,1140,1140,100.0
FAP47403502,789403,2022-04-04,100,0,0,Propel Mart,Vadodara,86,79,68,04-Apr-22,Apr 22,15,3,423,411,97.16312056737588
FAP47403603,789403,2022-04-04,0,100,0,Propel Mart,Vadodara,86,79,68,04-Apr-22,Apr 22,15,3,137,137,100.0
FAP45403602,789403,2022-04-04,100,100,100,Propel Mart,Vadodara,86,79,68,04-Apr-22,Apr 22,15,1,807,807,100.0
FAP46403503,789403,2022-04-04,100,100,100,Propel Mart,Vadodara,86,79,68,04-Apr-22,Apr 22,15,2,704,704,100.0
FAP46421402,789421,2022-04-04,100,0,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,2,524,508,96.94656488549617
FAP47421302,789421,2022-04-04,100,0,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,3,27,26,96.29629629629629
FAP46421503,789421,2022-04-04,0,0,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,2,291,277,95.1890034364261
FAP45421303,789421,2022-04-04,0,0,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,1,99,94,94.94949494949495
FAP46421103,789421,2022-04-04,0,0,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,2,498,473,94.97991967871486
FAP47421601,789421,2022-04-04,0,100,0,Lotus Mart,Ahmedabad,78,66,51,04-Apr-22,Apr 22,15,3,90,90,100.0
FAP46303103,789303,2022-04-04,100,0,0,Expression Stores,Vadodara,88,78,69,04-Apr-22,Apr 22,15,2,705,672,95.31914893617022
FAP45303102,789303,2022-04-04,0,100,0,Expression Stores,Vadodara,88,78,69,04-Apr-22,Apr 22,15,1,464,464,100.0
FAP47303303,789303,2022-04-04,0,100,0,Expression Stores,Vadodara,88,78,69,04-Apr-22,Apr 22,15,3,79,79,100.0
FAP47303502,789303,2022-04-04,100,100,100,Expression Stores,Vadodara,88,78,69,04-Apr-22,Apr 22,15,3,789,789,100.0
FAP45303201,789303,2022-04-04,100,100,100,Expression Stores,Vadodara,88,78,69,04-Apr-22,Apr 22,15,1,414,414,100.0
FAP47121401,789121,2022-04-04,100,0,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,3,840,760,90.47619047619048
FAP47121402,789121,2022-04-04,0,0,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,3,530,521,98.30188679245283
FAP45121203,789121,2022-04-04,0,100,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,1,261,261,100.0
FAP46121602,789121,2022-04-04,0,100,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,2,185,185,100.0
FAP46121401,789121,2022-04-04,0,100,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,2,481,481,100.0
FAP46121103,789121,2022-04-04,0,100,0,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,2,465,465,100.0
FAP45121302,789121,2022-04-04,100,100,100,Coolblue,Ahmedabad,78,77,60,04-Apr-22,Apr 22,15,1,40,40,100.0
FAP46522402,789522,2022-04-04,0,100,0,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,2,337,337,100.0
FAP46522403,789522,2022-04-04,0,100,0,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,2,780,780,100.0
FAP45522301,789522,2022-04-04,0,100,0,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,1,60,60,100.0
FAP47522201,789522,2022-04-04,0,100,0,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,3,541,541,100.0
FAP47522603,789522,2022-04-04,0,100,0,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,3,168,168,100.0
FAP45522402,789522,2022-04-04,100,100,100,Acclaimed Stores,Vadodara,76,79,60,04-Apr-22,Apr 22,15,1,280,280,100.0
FAP45420202,789420,2022-04-04,100,0,0,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,1,243,194,79.83539094650206
FAP45420203,789420,2022-04-04,0,0,0,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,1,845,781,92.42603550295858
FAP46420402,789420,2022-04-04,0,0,0,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,2,342,299,87.42690058479532
FAP45420403,789420,2022-04-04,0,100,0,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,1,262,262,100.0
FAP47420101,789420,2022-04-04,0,100,0,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,3,438,438,100.0
FAP45420401,789420,2022-04-04,100,100,100,Lotus Mart,Surat,75,79,59,04-Apr-22,Apr 22,15,1,218,218,100.0
FAP45720502,789720,2022-04-04,100,0,0,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,1,977,830,84.95394063459571
FAP47720501,789720,2022-04-04,100,0,0,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,3,470,448,95.31914893617022
FAP46720202,789720,2022-04-04,0,100,0,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,2,459,459,100.0
FAP47720603,789720,2022-04-04,0,100,0,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,3,95,95,100.0
FAP46720102,789720,2022-04-04,100,100,100,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,2,305,305,100.0
FAP46720602,789720,2022-04-04,100,100,100,Logic Stores,Surat,86,77,66,04-Apr-22,Apr 22,15,2,154,154,100.0
FAP46521502,789521,2022-04-04,0,0,0,Acclaimed Stores,Ahmedabad,78,79,62,04-Apr-22,Apr 22,15,2,589,551,93.54838709677419
FAP47521201,789521,2022-04-04,0,0,0,Acclaimed Stores,Ahmedabad,78,79,62,04-Apr-22,Apr 22,15,3,128,122,95.3125
FAP45521301,789521,2022-04-04,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,04-Apr-22,Apr 22,15,1,100,100,100.0
FAP46521301,789521,2022-04-04,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,04-Apr-22,Apr 22,15,2,64,64,100.0
FAP47521101,789521,2022-04-04,0,100,0,Acclaimed Stores,Ahmedabad,78,79,62,04-Apr-22,Apr 22,15,3,416,416,100.0
FAP47422201,789422,2022-04-04,100,0,0,Lotus Mart,Vadodara,79,81,64,04-Apr-22,Apr 22,15,3,775,743,95.87096774193549
FAP46422303,789422,2022-04-04,100,0,0,Lotus Mart,Vadodara,79,81,64,04-Apr-22,Apr 22,15,2,95,90,94.73684210526315
FAP46422302,789422,2022-04-04,0,0,0,Lotus Mart,Vadodara,79,81,64,04-Apr-22,Apr 22,15,2,491,488,99.38900203665987
FAP47422402,789422,2022-04-04,0,100,0,Lotus Mart,Vadodara,79,81,64,04-Apr-22,Apr 22,15,3,298,298,100.0
FAP45422403,789422,2022-04-04,100,100,100,Lotus Mart,Vadodara,79,81,64,04-Apr-22,Apr 22,15,1,428,428,100.0
FAP47603502,789603,2022-04-04,100,0,0,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,3,717,672,93.72384937238493
FAP47603203,789603,2022-04-04,0,100,0,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,3,394,394,100.0
FAP45603101,789603,2022-04-04,0,100,0,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,1,397,397,100.0
FAP47603202,789603,2022-04-04,0,100,0,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,3,385,385,100.0
FAP46603602,789603,2022-04-04,100,100,100,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,2,279,279,100.0
FAP45603603,789603,2022-04-04,100,100,100,Info Stores,Vadodara,92,75,69,04-Apr-22,Apr 22,15,1,231,231,100.0
FAP46103601,789103,2022-04-05,100,0,0,Vijay Stores,Vadodara,92,67,62,05-Apr-22,Apr 22,15,1,777,755,97.16859716859717
FAP47103601,789103,2022-04-05,100,0,0,Vijay Stores,Vadodara,92,67,62,05-Apr-22,Apr 22,15,2,331,300,90.6344410876133
FAP48103401,789103,2022-04-05,100,0,0,Vijay Stores,Vadodara,92,67,62,05-Apr-22,Apr 22,15,3,417,396,94.96402877697841
FAP47103502,789103,2022-04-05,0,0,0,Vijay Stores,Vadodara,92,67,62,05-Apr-22,Apr 22,15,2,234,222,94.87179487179486
FAP46903602,789903,2022-04-05,100,0,0,Elite Mart,Vadodara,92,65,60,05-Apr-22,Apr 22,15,1,558,537,96.23655913978494
FAP47903302,789903,2022-04-05,100,0,0,Elite Mart,Vadodara,92,65,60,05-Apr-22,Apr 22,15,2,66,53,80.3030303030303
FAP46903603,789903,2022-04-05,100,0,0,Elite Mart,Vadodara,92,65,60,05-Apr-22,Apr 22,15,1,99,94,94.94949494949495
FAP48903301,789903,2022-04-05,0,0,0,Elite Mart,Vadodara,92,65,60,05-Apr-22,Apr 22,15,3,77,69,89.6103896103896
FAP46702203,789702,2022-04-05,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,05-Apr-22,Apr 22,15,1,136,129,94.85294117647058
FAP47702302,789702,2022-04-05,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,05-Apr-22,Apr 22,15,2,348,338,97.12643678160919
FAP48702503,789702,2022-04-05,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,05-Apr-22,Apr 22,15,3,895,883,98.65921787709497
FAP46702603,789702,2022-04-05,100,0,0,Sorefoz Mart,Ahmedabad,89,66,59,05-Apr-22,Apr 22,15,1,251,230,91.63346613545816
FAP48601501,789601,2022-04-05,100,0,0,Info Stores,Surat,92,67,62,05-Apr-22,Apr 22,15,3,1298,1234,95.0693374422188
FAP46601403,789601,2022-04-05,100,100,100,Info Stores,Surat,92,67,62,05-Apr-22,Apr 22,15,1,585,585,100.0
FAP47601301,789601,2022-04-05,100,100,100,Info Stores,Surat,92,67,62,05-Apr-22,Apr 22,15,2,374,374,100.0
FAP47301502,789301,2022-04-05,100,0,0,Expression Stores,Surat,89,78,69,05-Apr-22,Apr 22,15,2,899,893,99.33259176863181
FAP46301603,789301,2022-04-05,100,0,0,Expression Stores,Surat,89,78,69,05-Apr-22,Apr 22,15,1,538,535,99.44237918215613
FAP46301601,789301,2022-04-05,100,0,0,Expression Stores,Surat,89,78,69,05-Apr-22,Apr 22,15,1,118,106,89.83050847457628
FAP46301202,789301,2022-04-05,0,0,0,Expression Stores,Surat,89,78,69,05-Apr-22,Apr 22,15,1,396,356,89.8989898989899
FAP48301501,789301,2022-04-05,100,100,100,Expression Stores,Surat,89,78,69,05-Apr-22,Apr 22,15,3,221,221,100.0
FAP46203402,789203,2022-04-05,100,0,0,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,1,734,686,93.46049046321527
FAP48203501,789203,2022-04-05,100,0,0,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,3,405,392,96.79012345679013
FAP47203303,789203,2022-04-05,0,100,0,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,2,30,30,100.0
FAP47203101,789203,2022-04-05,0,100,0,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,2,377,377,100.0
FAP46203201,789203,2022-04-05,100,100,100,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,1,134,134,100.0
FAP47203103,789203,2022-04-05,100,100,100,Rel Fresh,Vadodara,92,76,70,05-Apr-22,Apr 22,15,2,311,311,100.0
FAP48621603,789621,2022-04-05,100,0,0,Expert Mart,Ahmedabad,92,81,75,05-Apr-22,Apr 22,15,3,848,823,97.05188679245283
FAP47621301,789621,2022-04-05,100,100,100,Expert Mart,Ahmedabad,92,81,75,05-Apr-22,Apr 22,15,2,89,89,100.0
FAP46621602,789621,2022-04-05,100,100,100,Expert Mart,Ahmedabad,92,81,75,05-Apr-22,Apr 22,15,1,143,143,100.0
FAP47621401,789621,2022-04-05,100,100,100,Expert Mart,Ahmedabad,92,81,75,05-Apr-22,Apr 22,15,2,956,956,100.0
FAP46101201,789101,2022-04-05,100,0,0,Vijay Stores,Surat,86,80,69,05-Apr-22,Apr 22,15,1,575,565,98.26086956521739
FAP47101602,789101,2022-04-05,100,100,100,Vijay Stores,Surat,86,80,69,05-Apr-22,Apr 22,15,2,466,466,100.0
FAP48101303,789101,2022-04-05,100,100,100,Vijay Stores,Surat,86,80,69,05-Apr-22,Apr 22,15,3,34,34,100.0
FAP48102601,789102,2022-04-05,100,0,0,Vijay Stores,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,3,1393,1345,96.55419956927494
FAP47102103,789102,2022-04-05,0,100,0,Vijay Stores,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,2,464,464,100.0
FAP46102203,789102,2022-04-05,100,100,100,Vijay Stores,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,1,643,643,100.0
FAP47102501,789102,2022-04-05,100,100,100,Vijay Stores,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,2,241,241,100.0
FAP48902602,789902,2022-04-05,100,0,0,Elite Mart,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,3,314,298,94.90445859872611
FAP48902101,789902,2022-04-05,0,0,0,Elite Mart,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,3,324,292,90.12345679012346
FAP47902102,789902,2022-04-05,0,100,0,Elite Mart,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,2,303,303,100.0
FAP46902502,789902,2022-04-05,100,100,100,Elite Mart,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,1,388,388,100.0
FAP47902603,789902,2022-04-05,100,100,100,Elite Mart,Ahmedabad,90,81,73,05-Apr-22,Apr 22,15,2,357,357,100.0
FAP47201601,789201,2022-04-05,100,0,0,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,2,214,188,87.85046728971963
FAP48201503,789201,2022-04-05,100,0,0,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,3,172,155,90.11627906976744
FAP46201102,789201,2022-04-05,0,0,0,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,1,416,374,89.90384615384616
FAP48201603,789201,2022-04-05,0,100,0,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,3,139,139,100.0
FAP46201602,789201,2022-04-05,100,100,100,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,1,180,180,100.0
FAP46201501,789201,2022-04-05,100,100,100,Rel Fresh,Surat,87,81,70,05-Apr-22,Apr 22,15,1,148,148,100.0
FAP47202602,789202,2022-04-05,100,0,0,Rel Fresh,Ahmedabad,85,81,69,05-Apr-22,Apr 22,15,2,519,483,93.0635838150289
FAP48202603,789202,2022-04-05,100,0,0,Rel Fresh,Ahmedabad,85,81,69,05-Apr-22,Apr 22,15,3,533,528,99.06191369606003
FAP46202303,789202,2022-04-05,100,0,0,Rel Fresh,Ahmedabad,85,81,69,05-Apr-22,Apr 22,15,1,131,127,96.94656488549617
FAP48202502,789202,2022-04-05,0,100,0,Rel Fresh,Ahmedabad,85,81,69,05-Apr-22,Apr 22,15,3,122,122,100.0
FAP48202202,789202,2022-04-05,100,100,100,Rel Fresh,Ahmedabad,85,81,69,05-Apr-22,Apr 22,15,3,352,352,100.0
FAP46321302,789321,2022-04-05,100,0,0,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,1,69,66,95.65217391304348
FAP46321301,789321,2022-04-05,0,100,0,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,1,71,71,100.0
FAP47321302,789321,2022-04-05,0,100,0,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,2,64,64,100.0
FAP46321603,789321,2022-04-05,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,1,665,665,100.0
FAP48321401,789321,2022-04-05,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,3,528,528,100.0
FAP47321501,789321,2022-04-05,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,2,181,181,100.0
FAP47321103,789321,2022-04-05,100,100,100,Chiptec Stores,Ahmedabad,87,81,70,05-Apr-22,Apr 22,15,2,364,364,100.0
FAP47402601,789402,2022-04-05,100,0,0,Propel Mart,Ahmedabad,89,80,71,05-Apr-22,Apr 22,15,2,184,166,90.21739130434783
FAP47402201,789402,2022-04-05,0,0,0,Propel Mart,Ahmedabad,89,80,71,05-Apr-22,Apr 22,15,2,110,104,94.54545454545455
FAP46402601,789402,2022-04-05,100,100,100,Propel Mart,Ahmedabad,89,80,71,05-Apr-22,Apr 22,15,1,613,613,100.0
FAP48402603,789402,2022-04-05,100,100,100,Propel Mart,Ahmedabad,89,80,71,05-Apr-22,Apr 22,15,3,576,576,100.0
FAP46221503,789221,2022-04-05,100,0,0,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,1,891,847,95.06172839506173
FAP47221602,789221,2022-04-05,100,0,0,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,2,103,82,79.6116504854369
FAP48221302,789221,2022-04-05,0,0,0,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,3,85,77,90.58823529411765
FAP46221603,789221,2022-04-05,0,0,0,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,1,79,71,89.87341772151899
FAP46221303,789221,2022-04-05,0,100,0,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,1,25,25,100.0
FAP48221603,789221,2022-04-05,100,100,100,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,3,654,654,100.0
FAP47221501,789221,2022-04-05,100,100,100,Atlas Stores,Ahmedabad,85,80,68,05-Apr-22,Apr 22,15,2,119,119,100.0
FAP48703502,789703,2022-04-05,100,0,0,Sorefoz Mart,Vadodara,85,78,66,05-Apr-22,Apr 22,15,3,369,361,97.8319783197832
FAP47703601,789703,2022-04-05,100,0,0,Sorefoz Mart,Vadodara,85,78,66,05-Apr-22,Apr 22,15,2,382,373,97.64397905759162
FAP47703202,789703,2022-04-05,0,100,0,Sorefoz Mart,Vadodara,85,78,66,05-Apr-22,Apr 22,15,2,347,347,100.0
FAP46703503,789703,2022-04-05,100,100,100,Sorefoz Mart,Vadodara,85,78,66,05-Apr-22,Apr 22,15,1,640,640,100.0
FAP47401502,789401,2022-04-05,0,100,0,Propel Mart,Surat,85,79,67,05-Apr-22,Apr 22,15,2,182,182,100.0
FAP47401402,789401,2022-04-05,100,100,100,Propel Mart,Surat,85,79,67,05-Apr-22,Apr 22,15,2,1443,1443,100.0
FAP48401502,789401,2022-04-05,100,100,100,Propel Mart,Surat,85,79,67,05-Apr-22,Apr 22,15,3,686,686,100.0
FAP46401503,789401,2022-04-05,100,100,100,Propel Mart,Surat,85,79,67,05-Apr-22,Apr 22,15,1,260,260,100.0
FAP48622403,789622,2022-04-05,100,0,0,Expert Mart,Vadodara,90,79,71,05-Apr-22,Apr 22,15,3,745,743,99.73154362416108
FAP47622103,789622,2022-04-05,0,100,0,Expert Mart,Vadodara,90,79,71,05-Apr-22,Apr 22,15,2,464,464,100.0
FAP46622203,789622,2022-04-05,100,100,100,Expert Mart,Vadodara,90,79,71,05-Apr-22,Apr 22,15,1,232,232,100.0
FAP46622201,789622,2022-04-05,100,100,100,Expert Mart,Vadodara,90,79,71,05-Apr-22,Apr 22,15,1,127,127,100.0
FAP47622302,789622,2022-04-05,100,100,100,Expert Mart,Vadodara,90,79,71,05-Apr-22,Apr 22,15,2,21,21,100.0
FAP47320502,789320,2022-04-05,100,0,0,Chiptec Stores,Surat,91,81,74,05-Apr-22,Apr 22,15,2,548,530,96.71532846715328
FAP48320502,789320,2022-04-05,0,0,0,Chiptec Stores,Surat,91,81,74,05-Apr-22,Apr 22,15,3,240,216,90.0
FAP48320203,789320,2022-04-05,100,100,100,Chiptec Stores,Surat,91,81,74,05-Apr-22,Apr 22,15,3,375,375,100.0
FAP46721603,789721,2022-04-05,100,0,0,Logic Stores,Ahmedabad,89,75,67,05-Apr-22,Apr 22,15,1,685,675,98.54014598540147
FAP47721301,789721,2022-04-05,0,0,0,Logic Stores,Ahmedabad,89,75,67,05-Apr-22,Apr 22,15,2,73,66,90.41095890410958
FAP48721303,789721,2022-04-05,0,100,0,Logic Stores,Ahmedabad,89,75,67,05-Apr-22,Apr 22,15,3,56,56,100.0
FAP47721201,789721,2022-04-05,100,100,100,Logic Stores,Ahmedabad,89,75,67,05-Apr-22,Apr 22,15,2,419,419,100.0
FAP48721202,789721,2022-04-05,100,100,100,Logic Stores,Ahmedabad,89,75,67,05-Apr-22,Apr 22,15,3,171,171,100.0
FAP48122403,789122,2022-04-05,100,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,3,272,245,90.07352941176471
FAP46122401,789122,2022-04-05,100,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,1,441,419,95.01133786848072
FAP48122401,789122,2022-04-05,100,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,3,445,401,90.11235955056179
FAP48122503,789122,2022-04-05,0,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,3,718,707,98.46796657381616
FAP46122302,789122,2022-04-05,0,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,1,95,90,94.73684210526315
FAP48122603,789122,2022-04-05,0,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,3,102,97,95.09803921568627
FAP46122103,789122,2022-04-05,0,0,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,1,396,356,89.8989898989899
FAP47122401,789122,2022-04-05,0,100,0,Coolblue,Vadodara,76,65,49,05-Apr-22,Apr 22,15,2,274,274,100.0
FAP47220102,789220,2022-04-05,0,100,0,Atlas Stores,Surat,91,76,69,05-Apr-22,Apr 22,15,2,405,405,100.0
FAP47220302,789220,2022-04-05,100,100,100,Atlas Stores,Surat,91,76,69,05-Apr-22,Apr 22,15,2,467,467,100.0
FAP46220402,789220,2022-04-05,100,100,100,Atlas Stores,Surat,91,76,69,05-Apr-22,Apr 22,15,1,615,615,100.0
FAP48220501,789220,2022-04-05,100,100,100,Atlas Stores,Surat,91,76,69,05-Apr-22,Apr 22,15,3,538,538,100.0
FAP47520601,789520,2022-04-05,100,0,0,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,2,163,152,93.25153374233128
FAP48520402,789520,2022-04-05,0,0,0,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,3,426,383,89.90610328638498
FAP46520201,789520,2022-04-05,0,0,0,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,1,461,438,95.01084598698482
FAP48520202,789520,2022-04-05,0,0,0,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,3,421,400,95.01187648456056
FAP47520203,789520,2022-04-05,0,100,0,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,2,290,290,100.0
FAP46520501,789520,2022-04-05,100,100,100,Acclaimed Stores,Surat,75,68,51,05-Apr-22,Apr 22,15,1,168,168,100.0
FAP48501403,789501,2022-04-05,0,0,0,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,3,529,430,81.28544423440454
FAP47501303,789501,2022-04-05,0,0,0,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,2,100,95,95.0
FAP48501401,789501,2022-04-05,0,0,0,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,3,474,450,94.9367088607595
FAP46501501,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,1,726,726,100.0
FAP48501402,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,3,325,325,100.0
FAP47501502,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,2,103,103,100.0
FAP48501201,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,3,196,196,100.0
FAP47501401,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,2,705,705,100.0
FAP46501603,789501,2022-04-05,100,100,100,Viveks Stores,Surat,92,80,74,05-Apr-22,Apr 22,15,1,132,132,100.0
FAP46503401,789503,2022-04-05,0,0,0,Viveks Stores,Vadodara,86,82,71,05-Apr-22,Apr 22,15,1,370,333,90.0
FAP48503601,789503,2022-04-05,100,100,100,Viveks Stores,Vadodara,86,82,71,05-Apr-22,Apr 22,15,3,427,427,100.0
FAP46503501,789503,2022-04-05,100,100,100,Viveks Stores,Vadodara,86,82,71,05-Apr-22,Apr 22,15,1,184,184,100.0
FAP46403303,789403,2022-04-05,100,0,0,Propel Mart,Vadodara,86,79,68,05-Apr-22,Apr 22,15,1,406,397,97.78325123152709
FAP47403303,789403,2022-04-05,100,0,0,Propel Mart,Vadodara,86,79,68,05-Apr-22,Apr 22,15,2,127,124,97.63779527559055
FAP48403202,789403,2022-04-05,0,0,0,Propel Mart,Vadodara,86,79,68,05-Apr-22,Apr 22,15,3,270,216,80.0
FAP47403202,789403,2022-04-05,0,100,0,Propel Mart,Vadodara,86,79,68,05-Apr-22,Apr 22,15,2,166,166,100.0
FAP48403203,789403,2022-04-05,100,100,100,Propel Mart,Vadodara,86,79,68,05-Apr-22,Apr 22,15,3,694,694,100.0
FAP46421502,789421,2022-04-05,0,0,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,1,288,282,97.91666666666666
FAP47421502,789421,2022-04-05,0,0,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,2,789,764,96.83143219264892
FAP46421501,789421,2022-04-05,0,0,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,1,476,403,84.66386554621849
FAP46421401,789421,2022-04-05,0,0,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,1,208,166,79.8076923076923
FAP47421201,789421,2022-04-05,0,100,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,2,212,212,100.0
FAP48421103,789421,2022-04-05,0,100,0,Lotus Mart,Ahmedabad,78,66,51,05-Apr-22,Apr 22,15,3,355,355,100.0
